Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,PoL,RT
43,385,20,3,4,9,2,5,8,1,6,7,1,3,4,9,1,2,5,6,7,8,1,3,7,NaN,NaN,0,NaN,NaN,0.4904
43,386,20,2,4,9,3,6,7,1,5,8,2,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.72927
43,387,20,2,5,8,1,4,9,3,6,7,3,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.46371
43,388,20,3,4,8,2,6,9,1,5,7,1,3,4,8,1,2,5,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.65494
43,389,20,2,4,7,3,6,9,1,5,8,2,3,6,9,1,2,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.50877
43,390,20,2,4,7,1,6,9,3,5,8,3,3,5,8,1,2,4,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.45978
43,391,20,3,6,8,1,5,7,2,4,9,2,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.53091
43,392,20,2,5,9,1,6,7,3,4,8,2,1,6,7,2,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.44075
43,393,20,3,6,8,1,5,7,2,4,9,2,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.51206
43,394,20,1,5,8,3,4,7,2,6,9,2,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.51904
43,395,20,1,6,7,3,4,9,2,5,8,1,1,6,7,2,3,4,5,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.49267
43,396,20,2,6,9,1,5,7,3,4,8,2,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.51541
43,397,20,2,6,8,3,4,9,1,5,7,3,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.84218
43,398,20,3,6,7,1,5,9,2,4,8,1,3,6,7,1,2,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.52155
43,399,20,3,5,7,2,4,9,1,6,8,1,3,5,7,1,2,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.52808
43,400,20,2,5,9,3,4,8,1,6,7,3,1,6,7,2,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.43883
44,1,1,2,6,8,3,5,7,1,4,9,2,3,5,7,1,2,4,6,8,9,0,2,6,NaN,NaN,0,NaN,NaN,1.254
44,2,1,2,4,8,1,5,9,3,6,7,1,2,4,8,1,3,5,6,7,9,0,2,6,NaN,NaN,0,NaN,NaN,1.1575
44,3,1,1,6,7,3,5,9,2,4,8,3,2,4,8,1,3,5,6,7,9,0,2,6,NaN,NaN,0,NaN,NaN,0.61164
44,4,1,2,6,9,3,5,7,1,4,8,1,2,6,9,1,3,4,5,7,8,1,2,6,NaN,NaN,1,NaN,NaN,1.1625
44,5,1,1,6,9,2,5,8,3,4,7,1,1,6,9,2,3,4,5,7,8,1,2,6,NaN,NaN,1,NaN,NaN,0.63364
44,6,1,1,5,8,3,4,9,2,6,7,2,3,4,9,1,2,5,6,7,8,0,2,6,NaN,NaN,0,NaN,NaN,0.58329
44,7,1,2,5,7,3,4,9,1,6,8,3,1,6,8,2,3,4,5,7,9,1,2,6,NaN,NaN,1,NaN,NaN,0.42265
44,8,1,1,5,9,2,4,8,3,6,7,3,3,6,7,1,2,4,5,8,9,1,2,6,NaN,NaN,1,NaN,NaN,0.58953
44,9,1,1,5,8,3,6,9,2,4,7,2,3,6,9,1,2,4,5,7,8,0,2,6,NaN,NaN,1,NaN,NaN,0.54034
44,10,1,3,5,8,1,4,7,2,6,9,1,3,5,8,1,2,4,6,7,9,0,2,6,NaN,NaN,0,NaN,NaN,1.1071
44,11,1,1,5,9,2,6,8,3,4,7,3,3,4,7,1,2,5,6,8,9,0,2,6,NaN,NaN,0,NaN,NaN,0.58546
44,12,1,3,5,9,2,6,7,1,4,8,1,3,5,9,1,2,4,6,7,8,1,2,6,NaN,NaN,0,NaN,NaN,0.75203
44,13,1,1,5,8,2,6,7,3,4,9,1,1,5,8,2,3,4,6,7,9,0,2,6,NaN,NaN,0,NaN,NaN,1.3347
44,14,1,1,6,8,3,5,9,2,4,7,2,3,5,9,1,2,4,6,7,8,1,2,6,NaN,NaN,0,NaN,NaN,0.70957
44,15,1,2,5,9,3,4,7,1,6,8,1,2,5,9,1,3,4,6,7,8,0,2,6,NaN,NaN,0,NaN,NaN,0.45116
44,16,1,1,4,8,2,6,9,3,5,7,1,1,4,8,2,3,5,6,7,9,1,2,6,NaN,NaN,0,NaN,NaN,1.6263
44,17,1,3,6,9,2,5,8,1,4,7,3,1,4,7,2,3,5,6,8,9,0,2,6,NaN,NaN,0,NaN,NaN,1.7371
44,18,1,1,4,7,3,5,8,2,6,9,3,2,6,9,1,3,4,5,7,8,0,2,6,NaN,NaN,1,NaN,NaN,0.8235
44,19,1,1,6,9,2,4,7,3,5,8,1,1,6,9,2,3,4,5,7,8,1,2,6,NaN,NaN,1,NaN,NaN,1.3428
44,20,1,3,4,8,2,5,9,1,6,7,3,1,6,7,2,3,4,5,8,9,1,2,6,NaN,NaN,1,NaN,NaN,0.86035
44,21,2,2,4,8,3,6,9,1,5,7,1,2,4,8,1,3,5,6,7,9,1,2,5,NaN,NaN,0,NaN,NaN,1.4122
44,22,2,1,4,8,3,5,9,2,6,7,1,1,4,8,2,3,5,6,7,9,1,2,5,NaN,NaN,0,NaN,NaN,0.64165
44,23,2,3,4,9,2,5,7,1,6,8,1,3,4,9,1,2,5,6,7,8,0,2,5,NaN,NaN,0,NaN,NaN,0.53686
44,24,2,3,4,7,1,6,8,2,5,9,2,1,6,8,2,3,4,5,7,9,0,2,5,NaN,NaN,0,NaN,NaN,0.76812
44,25,2,2,5,9,1,4,8,3,6,7,1,2,5,9,1,3,4,6,7,8,1,2,5,NaN,NaN,1,NaN,NaN,1.0059
44,26,2,3,6,8,2,4,7,1,5,9,2,2,4,7,1,3,5,6,8,9,0,2,5,NaN,NaN,0,NaN,NaN,0.38132
44,27,2,1,6,7,2,5,9,3,4,8,3,3,4,8,1,2,5,6,7,9,0,2,5,NaN,NaN,0,NaN,NaN,0.53097
44,28,2,2,6,8,3,5,9,1,4,7,2,3,5,9,1,2,4,6,7,8,1,2,5,NaN,NaN,1,NaN,NaN,1.386
44,29,2,3,4,8,2,5,7,1,6,9,2,2,5,7,1,3,4,6,8,9,1,2,5,NaN,NaN,1,NaN,NaN,0.47304
44,30,2,2,4,9,3,5,7,1,6,8,2,3,5,7,1,2,4,6,8,9,1,2,5,NaN,NaN,1,NaN,NaN,0.35941
44,31,2,3,5,7,2,6,9,1,4,8,1,3,5,7,1,2,4,6,8,9,1,2,5,NaN,NaN,1,NaN,NaN,0.5017
44,32,2,1,4,9,3,6,8,2,5,7,3,2,5,7,1,3,4,6,8,9,1,2,5,NaN,NaN,1,NaN,NaN,0.62069
44,33,2,1,5,8,2,4,9,3,6,7,1,1,5,8,2,3,4,6,7,9,1,2,5,NaN,NaN,1,NaN,NaN,1.0519
44,34,2,2,4,9,3,6,8,1,5,7,3,1,5,7,2,3,4,6,8,9,1,2,5,NaN,NaN,1,NaN,NaN,1.6335
44,35,2,3,4,7,1,5,8,2,6,9,2,1,5,8,2,3,4,6,7,9,1,2,5,NaN,NaN,1,NaN,NaN,0.56041
44,36,2,2,4,9,1,5,8,3,6,7,2,1,5,8,2,3,4,6,7,9,1,2,5,NaN,NaN,1,NaN,NaN,0.39976
44,37,2,2,4,7,1,6,9,3,5,8,3,3,5,8,1,2,4,6,7,9,1,2,5,NaN,NaN,1,NaN,NaN,0.60644
44,38,2,2,6,7,1,4,9,3,5,8,3,3,5,8,1,2,4,6,7,9,1,2,5,NaN,NaN,1,NaN,NaN,0.45313
44,39,2,2,4,7,1,6,9,3,5,8,3,3,5,8,1,2,4,6,7,9,1,2,5,NaN,NaN,1,NaN,NaN,0.47576
44,40,2,3,6,7,2,5,9,1,4,8,2,2,5,9,1,3,4,6,7,8,1,2,5,NaN,NaN,1,NaN,NaN,0.89044
44,41,3,1,6,9,3,4,8,2,5,7,1,1,6,9,2,3,4,5,7,8,1,1,1,NaN,NaN,1,NaN,NaN,0.70362
44,42,3,1,5,9,3,6,8,2,4,7,2,3,6,8,1,2,4,5,7,9,0,1,1,NaN,NaN,0,NaN,NaN,0.36621
44,43,3,1,6,7,3,5,9,2,4,8,2,3,5,9,1,2,4,6,7,8,0,1,1,NaN,NaN,0,NaN,NaN,0.38122
44,44,3,1,6,8,2,4,7,3,5,9,1,1,6,8,2,3,4,5,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.62006
44,45,3,3,4,8,1,6,9,2,5,7,2,1,6,9,2,3,4,5,7,8,1,1,1,NaN,NaN,1,NaN,NaN,0.7466
44,46,3,2,6,7,1,5,8,3,4,9,2,1,5,8,2,3,4,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.91297
44,47,3,1,6,7,2,5,9,3,4,8,1,1,6,7,2,3,4,5,8,9,0,1,1,NaN,NaN,1,NaN,NaN,0.74325
44,48,3,1,5,9,3,4,7,2,6,8,3,2,6,8,1,3,4,5,7,9,1,1,1,NaN,NaN,0,NaN,NaN,0.63075
44,49,3,2,4,9,1,6,7,3,5,8,2,1,6,7,2,3,4,5,8,9,1,1,1,NaN,NaN,1,NaN,NaN,0.41222
44,50,3,2,4,9,3,5,7,1,6,8,3,1,6,8,2,3,4,5,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.41179
44,51,3,1,5,8,2,4,9,3,6,7,3,3,6,7,1,2,4,5,8,9,0,1,1,NaN,NaN,0,NaN,NaN,0.45821
44,52,3,2,6,8,1,5,9,3,4,7,2,1,5,9,2,3,4,6,7,8,1,1,1,NaN,NaN,1,NaN,NaN,0.71275
44,53,3,2,5,8,1,4,9,3,6,7,1,2,5,8,1,3,4,6,7,9,1,1,1,NaN,NaN,0,NaN,NaN,0.65612
44,54,3,2,6,7,1,5,8,3,4,9,2,1,5,8,2,3,4,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,0.43878
44,55,3,1,5,8,2,6,7,3,4,9,1,1,5,8,2,3,4,6,7,9,1,1,1,NaN,NaN,1,NaN,NaN,1.0133
44,56,3,1,6,8,3,5,7,2,4,9,2,3,5,7,1,2,4,6,8,9,1,1,1,NaN,NaN,0,NaN,NaN,0.56395
44,57,3,3,6,7,2,5,9,1,4,8,2,2,5,9,1,3,4,6,7,8,0,1,1,NaN,NaN,0,NaN,NaN,0.48186
44,58,3,2,6,9,1,4,7,3,5,8,1,2,6,9,1,3,4,5,7,8,1,1,1,NaN,NaN,0,NaN,NaN,0.68885
44,59,3,3,6,7,1,5,9,2,4,8,1,3,6,7,1,2,4,5,8,9,0,1,1,NaN,NaN,0,NaN,NaN,0.61512
44,60,3,1,5,7,2,4,9,3,6,8,2,2,4,9,1,3,5,6,7,8,0,1,1,NaN,NaN,0,NaN,NaN,1.5427
44,61,4,2,4,7,3,6,8,1,5,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,9,NaN,NaN,NaN,NaN,NaN,NaN
44,62,4,1,5,9,3,4,7,2,6,8,2,3,4,7,1,2,5,6,8,9,0,3,9,NaN,NaN,0,NaN,NaN,1.3629
44,63,4,1,5,8,2,6,9,3,4,7,2,2,6,9,1,3,4,5,7,8,1,3,9,NaN,NaN,1,NaN,NaN,0.86565
44,64,4,3,4,7,2,5,8,1,6,9,3,1,6,9,2,3,4,5,7,8,0,3,9,NaN,NaN,1,NaN,NaN,0.59273
44,65,4,3,5,7,2,6,9,1,4,8,3,1,4,8,2,3,5,6,7,9,0,3,9,NaN,NaN,0,NaN,NaN,0.40668
44,66,4,3,5,7,1,4,9,2,6,8,3,2,6,8,1,3,4,5,7,9,1,3,9,NaN,NaN,0,NaN,NaN,0.62987
44,67,4,2,6,7,3,4,9,1,5,8,1,2,6,7,1,3,4,5,8,9,0,3,9,NaN,NaN,0,NaN,NaN,0.53229
44,68,4,3,6,9,2,5,8,1,4,7,2,2,5,8,1,3,4,6,7,9,0,3,9,NaN,NaN,0,NaN,NaN,0.38712
44,69,4,2,4,7,3,6,9,1,5,8,1,2,4,7,1,3,5,6,8,9,0,3,9,NaN,NaN,0,NaN,NaN,0.86513
44,70,4,1,6,9,3,4,8,2,5,7,1,1,6,9,2,3,4,5,7,8,1,3,9,NaN,NaN,1,NaN,NaN,0.51992
44,71,4,1,5,8,2,4,7,3,6,9,3,3,6,9,1,2,4,5,7,8,1,3,9,NaN,NaN,1,NaN,NaN,0.49492
44,72,4,2,6,9,1,4,7,3,5,8,1,2,6,9,1,3,4,5,7,8,0,3,9,NaN,NaN,1,NaN,NaN,0.9328
44,73,4,1,4,9,3,5,8,2,6,7,2,3,5,8,1,2,4,6,7,9,0,3,9,NaN,NaN,0,NaN,NaN,0.57924
44,74,4,2,4,9,1,5,7,3,6,8,2,1,5,7,2,3,4,6,8,9,0,3,9,NaN,NaN,0,NaN,NaN,1.1139
44,75,4,3,5,7,2,4,8,1,6,9,1,3,5,7,1,2,4,6,8,9,1,3,9,NaN,NaN,0,NaN,NaN,0.63256
44,76,4,1,5,7,3,4,8,2,6,9,1,1,5,7,2,3,4,6,8,9,0,3,9,NaN,NaN,0,NaN,NaN,0.52017
44,77,4,1,4,9,2,6,8,3,5,7,2,2,6,8,1,3,4,5,7,9,0,3,9,NaN,NaN,0,NaN,NaN,0.55087
44,78,4,1,6,8,2,5,7,3,4,9,1,1,6,8,2,3,4,5,7,9,1,3,9,NaN,NaN,0,NaN,NaN,0.94181
44,79,4,1,5,7,3,6,8,2,4,9,2,3,6,8,1,2,4,5,7,9,0,3,9,NaN,NaN,0,NaN,NaN,0.73986
44,80,4,3,6,7,2,5,9,1,4,8,3,1,4,8,2,3,5,6,7,9,1,3,9,NaN,NaN,0,NaN,NaN,0.76983
44,81,5,2,6,7,3,5,9,1,4,8,1,2,6,7,1,3,4,5,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.72941
44,82,5,2,4,7,3,5,9,1,6,8,3,1,6,8,2,3,4,5,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.64813
44,83,5,3,4,8,1,6,9,2,5,7,3,2,5,7,1,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.88594
44,84,5,2,6,9,3,4,7,1,5,8,2,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.44508
44,85,5,2,6,8,1,5,9,3,4,7,3,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.45925
44,86,5,2,4,9,1,6,8,3,5,7,3,3,5,7,1,2,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.41855
44,87,5,3,6,7,1,4,8,2,5,9,1,3,6,7,1,2,4,5,8,9,0,3,7,NaN,NaN,1,NaN,NaN,0.4729
44,88,5,2,4,9,1,5,7,3,6,8,2,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.91954
44,89,5,3,5,8,2,4,9,1,6,7,1,3,5,8,1,2,4,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.51732
44,90,5,1,4,7,3,6,8,2,5,9,1,1,4,7,2,3,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.80459
44,91,5,1,5,7,3,4,9,2,6,8,1,1,5,7,2,3,4,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,0.56322
44,92,5,3,5,7,1,4,9,2,6,8,2,1,4,9,2,3,5,6,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.48238
44,93,5,1,5,8,2,4,7,3,6,9,1,1,5,8,2,3,4,6,7,9,0,3,7,NaN,NaN,0,NaN,NaN,0.88037
44,94,5,2,5,9,3,4,7,1,6,8,2,3,4,7,1,2,5,6,8,9,1,3,7,NaN,NaN,1,NaN,NaN,1.1919
44,95,5,2,5,7,1,4,8,3,6,9,2,1,4,8,2,3,5,6,7,9,1,3,7,NaN,NaN,0,NaN,NaN,0.56681
44,96,5,2,6,8,3,5,7,1,4,9,3,1,4,9,2,3,5,6,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.421
44,97,5,1,6,9,3,4,8,2,5,7,3,2,5,7,1,3,4,6,8,9,0,3,7,NaN,NaN,1,NaN,NaN,1.4036
44,98,5,1,6,9,2,4,8,3,5,7,1,1,6,9,2,3,4,5,7,8,0,3,7,NaN,NaN,0,NaN,NaN,0.91348
44,99,5,3,5,8,1,6,7,2,4,9,1,3,5,8,1,2,4,6,7,9,1,3,7,NaN,NaN,0,NaN,NaN,0.58504
44,100,5,2,6,8,3,4,7,1,5,9,3,1,5,9,2,3,4,6,7,8,1,3,7,NaN,NaN,0,NaN,NaN,0.64738
44,101,6,3,6,7,2,4,9,1,5,8,2,2,4,9,1,3,5,6,7,8,1,1,3,NaN,NaN,0,NaN,NaN,0.80035
44,102,6,3,6,7,2,4,8,1,5,9,2,2,4,8,1,3,5,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.58981
44,103,6,1,6,7,3,4,8,2,5,9,1,1,6,7,2,3,4,5,8,9,0,1,3,NaN,NaN,0,NaN,NaN,0.65265
44,104,6,2,5,7,1,6,9,3,4,8,1,2,5,7,1,3,4,6,8,9,0,1,3,NaN,NaN,0,NaN,NaN,0.72394
44,105,6,1,5,7,2,4,9,3,6,8,2,2,4,9,1,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.65016
44,106,6,3,5,8,2,4,7,1,6,9,3,1,6,9,2,3,4,5,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.92975
44,107,6,3,4,9,2,6,7,1,5,8,1,3,4,9,1,2,5,6,7,8,1,1,3,NaN,NaN,1,NaN,NaN,0.86381
44,108,6,1,6,7,2,4,9,3,5,8,2,2,4,9,1,3,5,6,7,8,1,1,3,NaN,NaN,0,NaN,NaN,0.60613
44,109,6,1,5,9,2,4,7,3,6,8,2,2,4,7,1,3,5,6,8,9,0,1,3,NaN,NaN,0,NaN,NaN,0.5896
44,110,6,3,6,7,1,5,9,2,4,8,3,2,4,8,1,3,5,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.52339
44,111,6,1,5,7,2,6,9,3,4,8,3,3,4,8,1,2,5,6,7,9,0,1,3,NaN,NaN,1,NaN,NaN,1.6668
44,112,6,3,5,8,1,6,7,2,4,9,3,2,4,9,1,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.46513
44,113,6,1,4,9,3,5,7,2,6,8,1,1,4,9,2,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.79133
44,114,6,2,4,8,3,6,7,1,5,9,2,3,6,7,1,2,4,5,8,9,1,1,3,NaN,NaN,1,NaN,NaN,0.78978
44,115,6,2,5,8,3,4,7,1,6,9,3,1,6,9,2,3,4,5,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.53246
44,116,6,2,5,9,3,4,8,1,6,7,2,3,4,8,1,2,5,6,7,9,1,1,3,NaN,NaN,1,NaN,NaN,0.95559
44,117,6,2,4,9,1,6,8,3,5,7,2,1,6,8,2,3,4,5,7,9,1,1,3,NaN,NaN,0,NaN,NaN,1.1148
44,118,6,1,5,9,2,6,8,3,4,7,2,2,6,8,1,3,4,5,7,9,1,1,3,NaN,NaN,0,NaN,NaN,0.41752
44,119,6,2,6,7,1,5,8,3,4,9,2,1,5,8,2,3,4,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.39977
44,120,6,3,4,7,1,6,9,2,5,8,1,3,4,7,1,2,5,6,8,9,1,1,3,NaN,NaN,1,NaN,NaN,0.96627
44,121,7,2,5,9,3,4,8,1,6,7,2,3,4,8,1,2,5,6,7,9,0,1,2,NaN,NaN,0,NaN,NaN,0.84829
44,122,7,2,4,8,3,6,9,1,5,7,2,3,6,9,1,2,4,5,7,8,0,1,2,NaN,NaN,0,NaN,NaN,0.55862
44,123,7,2,4,7,1,5,8,3,6,9,2,1,5,8,2,3,4,6,7,9,0,1,2,NaN,NaN,0,NaN,NaN,1.2296
44,124,7,1,4,7,2,5,9,3,6,8,1,1,4,7,2,3,5,6,8,9,0,1,2,NaN,NaN,0,NaN,NaN,1.2447
44,125,7,1,6,8,2,5,7,3,4,9,3,3,4,9,1,2,5,6,7,8,0,1,2,NaN,NaN,0,NaN,NaN,1.4514
44,126,7,2,5,9,3,4,8,1,6,7,1,2,5,9,1,3,4,6,7,8,1,1,2,NaN,NaN,1,NaN,NaN,0.96961
44,127,7,2,6,8,3,4,7,1,5,9,3,1,5,9,2,3,4,6,7,8,1,1,2,NaN,NaN,0,NaN,NaN,0.60017
44,128,7,1,4,8,2,5,9,3,6,7,2,2,5,9,1,3,4,6,7,8,1,1,2,NaN,NaN,1,NaN,NaN,0.44651
44,129,7,2,4,9,1,5,7,3,6,8,2,1,5,7,2,3,4,6,8,9,0,1,2,NaN,NaN,0,NaN,NaN,0.38933
44,130,7,3,6,7,1,4,9,2,5,8,2,1,4,9,2,3,5,6,7,8,0,1,2,NaN,NaN,0,NaN,NaN,1.4041
44,131,7,1,6,7,2,4,8,3,5,9,1,1,6,7,2,3,4,5,8,9,0,1,2,NaN,NaN,0,NaN,NaN,0.65915
44,132,7,2,5,7,1,4,8,3,6,9,2,1,4,8,2,3,5,6,7,9,1,1,2,NaN,NaN,0,NaN,NaN,1.2899
44,133,7,2,5,9,3,4,8,1,6,7,3,1,6,7,2,3,4,5,8,9,0,1,2,NaN,NaN,0,NaN,NaN,0.86428
44,134,7,1,6,8,2,4,9,3,5,7,2,2,4,9,1,3,5,6,7,8,0,1,2,NaN,NaN,1,NaN,NaN,0.53522
44,135,7,2,5,7,1,4,8,3,6,9,3,3,6,9,1,2,4,5,7,8,0,1,2,NaN,NaN,0,NaN,NaN,0.92576
44,136,7,3,6,8,1,5,9,2,4,7,3,2,4,7,1,3,5,6,8,9,1,1,2,NaN,NaN,1,NaN,NaN,1.0285
44,137,7,2,4,7,3,5,9,1,6,8,1,2,4,7,1,3,5,6,8,9,1,1,2,NaN,NaN,1,NaN,NaN,0.42673
44,138,7,3,6,7,2,5,9,1,4,8,3,1,4,8,2,3,5,6,7,9,0,1,2,NaN,NaN,0,NaN,NaN,0.54514
44,139,7,2,6,8,3,5,9,1,4,7,2,3,5,9,1,2,4,6,7,8,1,1,2,NaN,NaN,0,NaN,NaN,1.1762
44,140,7,2,6,9,1,5,8,3,4,7,1,2,6,9,1,3,4,5,7,8,1,1,2,NaN,NaN,1,NaN,NaN,0.52644
44,141,8,2,6,7,1,5,9,3,4,8,1,2,6,7,1,3,4,5,8,9,0,2,4,NaN,NaN,0,NaN,NaN,0.88983
44,142,8,2,5,7,3,6,8,1,4,9,1,2,5,7,1,3,4,6,8,9,0,2,4,NaN,NaN,0,NaN,NaN,0.81647
44,143,8,2,6,8,3,5,7,1,4,9,1,2,6,8,1,3,4,5,7,9,0,2,4,NaN,NaN,0,NaN,NaN,0.96766
44,144,8,2,5,9,3,4,7,1,6,8,2,3,4,7,1,2,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,1.2295
44,145,8,2,6,8,3,4,7,1,5,9,2,3,4,7,1,2,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.75695
44,146,8,1,6,7,3,5,9,2,4,8,1,1,6,7,2,3,4,5,8,9,0,2,4,NaN,NaN,0,NaN,NaN,0.87506
44,147,8,2,6,8,1,5,9,3,4,7,3,3,4,7,1,2,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.51354
44,148,8,1,6,8,3,5,7,2,4,9,2,3,5,7,1,2,4,6,8,9,0,2,4,NaN,NaN,0,NaN,NaN,0.65611
44,149,8,2,5,8,1,4,7,3,6,9,1,2,5,8,1,3,4,6,7,9,0,2,4,NaN,NaN,0,NaN,NaN,0.92531
44,150,8,3,4,8,1,5,9,2,6,7,1,3,4,8,1,2,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,1.0771
44,151,8,3,5,8,2,4,7,1,6,9,2,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.38809
44,152,8,3,6,9,1,5,7,2,4,8,3,2,4,8,1,3,5,6,7,9,1,2,4,NaN,NaN,1,NaN,NaN,0.41122
44,153,8,2,4,7,1,5,9,3,6,8,1,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.39296
44,154,8,2,5,8,3,6,7,1,4,9,3,1,4,9,2,3,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.56799
44,155,8,3,5,9,1,6,8,2,4,7,3,2,4,7,1,3,5,6,8,9,1,2,4,NaN,NaN,1,NaN,NaN,0.39851
44,156,8,3,5,7,1,6,8,2,4,9,3,2,4,9,1,3,5,6,7,8,1,2,4,NaN,NaN,1,NaN,NaN,0.44497
44,157,8,1,6,9,2,4,7,3,5,8,2,2,4,7,1,3,5,6,8,9,0,2,4,NaN,NaN,1,NaN,NaN,0.54838
44,158,8,2,5,9,3,4,7,1,6,8,1,2,5,9,1,3,4,6,7,8,0,2,4,NaN,NaN,0,NaN,NaN,0.82749
44,159,8,2,6,8,1,4,7,3,5,9,1,2,6,8,1,3,4,5,7,9,0,2,4,NaN,NaN,0,NaN,NaN,0.73756
44,160,8,2,4,8,1,5,7,3,6,9,2,1,5,7,2,3,4,6,8,9,0,2,4,NaN,NaN,0,NaN,NaN,1.4641
44,161,9,3,6,7,1,5,8,2,4,9,1,3,6,7,1,2,4,5,8,9,1,1,3,NaN,NaN,1,NaN,NaN,0.57505
44,162,9,1,6,7,2,5,8,3,4,9,1,1,6,7,2,3,4,5,8,9,0,1,3,NaN,NaN,0,NaN,NaN,0.38967
44,163,9,2,6,7,1,5,9,3,4,8,3,3,4,8,1,2,5,6,7,9,0,1,3,NaN,NaN,1,NaN,NaN,0.5963
44,164,9,3,5,7,1,4,8,2,6,9,2,1,4,8,2,3,5,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.46714
44,165,9,1,5,8,3,4,7,2,6,9,1,1,5,8,2,3,4,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.61699
44,166,9,1,6,9,2,5,8,3,4,7,2,2,5,8,1,3,4,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.95149
44,167,9,3,4,8,2,6,9,1,5,7,3,1,5,7,2,3,4,6,8,9,0,1,3,NaN,NaN,0,NaN,NaN,1.0469
44,168,9,2,6,7,3,4,8,1,5,9,2,3,4,8,1,2,5,6,7,9,1,1,3,NaN,NaN,1,NaN,NaN,1.3089
44,169,9,1,6,8,2,5,7,3,4,9,3,3,4,9,1,2,5,6,7,8,1,1,3,NaN,NaN,1,NaN,NaN,0.46027
44,170,9,3,4,7,2,6,9,1,5,8,1,3,4,7,1,2,5,6,8,9,0,1,3,NaN,NaN,1,NaN,NaN,1.0909
44,171,9,1,4,8,3,6,9,2,5,7,1,1,4,8,2,3,5,6,7,9,0,1,3,NaN,NaN,0,NaN,NaN,0.64936
44,172,9,2,6,8,1,4,9,3,5,7,2,1,4,9,2,3,5,6,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.48757
44,173,9,2,6,9,3,5,7,1,4,8,1,2,6,9,1,3,4,5,7,8,0,1,3,NaN,NaN,0,NaN,NaN,0.87804
